"NGA","PreRate","PostRate","MGUncertainty","TimeWindow","Region","Lang","Difference","V9"
"Upper Egypt",0.000428341537703636,0.000372902935732551,199,700,1,1,-5.5438601971085e-05,100
"Upper Egypt",0.000374798845490681,0.000326290068765982,199,800,1,1,-4.8508776724699e-05,100
"Upper Egypt",0.00033315452932505,0.000290035616680873,199,900,1,1,-4.3118912644177e-05,100
"Upper Egypt",0.000299839076392545,0.00026965850349842,199,1000,1,1,-3.0180572894125e-05,100
"Upper Egypt",0.000272580978538677,0.000245144094089473,199,1100,1,1,-2.7436884449204e-05,100
"Upper Egypt",NA,0.000137825356807043,199,1200,1,1,NA,100
"Upper Egypt",NA,0.000225435678438925,199,1300,1,1,NA,100
"Upper Egypt",NA,0.000212845788751484,199,1400,1,1,NA,100
"Upper Egypt",NA,0.000199166420481671,199,1500,1,1,NA,100
"Upper Egypt",NA,0.000152088767244073,199,1600,1,1,NA,100
"Upper Egypt",NA,0.000143142369170892,199,1700,1,1,NA,100
"Upper Egypt",NA,0.000181245360406266,199,1800,1,1,NA,100
"Upper Egypt",NA,0.000175198167945217,199,1900,1,1,NA,100
"Upper Egypt",NA,0.000166908284450402,199,2000,1,1,NA,100
